answers,link,questions
1 ||Domesday Book/survey.||2 ||Neanderthal.||3 ||The Interview.||4 ||Good King Wenceslas.||5 ||Cannabis (Tetrahydrocannabinol).||6 ||On a bird (it’s the wishbone/furcula).||7 ||Spider.||8|| David Bowie.||9 ||Meanings of artists’ names: El Greco; Fra Angelico; Tintoretto; Botticelli.||10 ||People who faked their own deaths: medieval nun; Russian journalist; “canoe” man; Labour politician.||11|| Robin: bird’s scientific name; Batman’s sidekick.||12|| Parts of an arrow.||13 ||Played TV witches: A Discovery Of Witches; Bewitched; Sabrina The Teenage Witch; Buffy The Vampire Slayer.||14 ||Defunct social networks.||15|| Locations of addressees of St Paul’s epistles.,https://www.theguardian.com/lifeandstyle/2020/dec/19/which-singer-introduced-the-snowman-animation-on-tv-the-weekend-quiz,"1|| What was planned at the Christmas court at Gloucester in 1085?||2 ||Homo stupidus was a proposed name for which hominid?||3 ||North Korea called which comedy film a “blatant act of terrorism”?||4 ||Which carol is about almsgiving on 26|| ||December?||5 ||THC is the main psychoactive constituent of what?||6 ||Where would you find a merrythought?||7 ||Rediscovered in Surrey this year, what creature is the great fox?||8 ||Which singer introduced The Snowman animation on TV?||What links:||9 ||The Greek; angelic friar; little dyer; little barrel?||10 ||Joan of Leeds; Arkady Babchenko; John Darwin; John Stonehouse?||11 ||Erithacus rubecula|| and Dick Grayson?||12 ||Head; shaft; fletching; nock?||13 ||Teresa Palmer; Elizabeth Montgomery; Melissa Joan Hart; Alyson Hannigan?||14 ||Wave; Buzz; Meerkat; Yik Yak; Vine?||15 ||Rome; Corinth; Ephesus; Philippi; Thessalonica?"
"8|| Whose bones were sold for a record $31.8m in October?||9|| Which temporary structure moved from Welford Park in Berkshire to Down Hall in Essex?||10|| Which number 10 challenged Number 10 on free school meals?||11|| Eric Yuan founded which communications technology company in 2011?||12|| Spotted in the Peak District this summer, what is a lammergeier?||13|| How did Shipley and Tatton personally and politically unite in September?||14|| Who sang the theme song for the still unreleased Bond film No Time To Die?||15|| Who said he’d voted in the US election for “someone I truly trust…me”?||16|| Last month, Rutland ceased to be England’s only county without what?||What links:||17|| Mary Wollstonecraft, controversially; Oscar Wilde; Benjamin Britten?||18|| Jacinda Ardern, New Zealand PM, in May; Katrín Jakobsdóttir, Iceland PM, in October?||19|| Combating world hunger; hepatitis C virus; black hole formation; genetic scissors?",https://www.theguardian.com/lifeandstyle/2020/dec/26/what-links-bob-dylan-with-queen-and-acdc-weekends-bumper-boxing-day-quiz,"1|| Which 94-year-old took under five hours to reach a million followers on Instagram?||2|| Which Welsh town was overrun by Kashmiri goats in March?||3|| Who announced a “Spring 2020 transition”?||4 ||Which fortification was built in the 12||th|| century by Bernard I de Balliol on the banks of the Tees?||5|| How is Joseph Maldonado-Passage described in the title of a Netflix series?||6|| Which item is inscribed with “Peace, prosperity and friendship with all nations”?||7|| Which bowlers took their 500||th|| and 600||th|| Test wickets respectively?"
"1|| Elizabeth I (1588).||2|| Gestalt.||3|| Migrant Mother.||4|| Contactless payment limit.||5|| Belgium, Denmark, Luxembourg, Netherlands, Spain and Sweden.||6|| Sainte-Chapelle.||7|| Coronal mass ejection (from the sun).||8|| John Smith.||9|| Novelists who worked as advertising copywriters.||10|| Teddy bears: John Betjeman’s; Grayson Perry’s; Children in Need mascot.||11|| Places with North and South prefixes.||12|| Draught horse breeds.||13|| Student newspapers: UEA; Durham; Cambridge; Oxford.||14|| Musicals and film musicals missing exclamation marks.||15|| Won four consecutive Olympic golds in the same event: discus; long jump; 200m medley swimming; women’s 63kg wrestling.",https://www.theguardian.com/lifeandstyle/2020/nov/28/what-links-oliver-and-moulin-rouge-the-weekend-quiz,"1|| Who rallied the troops at Tilbury?||2|| What school of psychology is named after the German for “form”?||3|| Florence Thompson was the subject of which Dorothea Lange photograph?||4|| What rose from £30 to £45 in April?||5 ||Which six EU members are monarchies?||6|| What was built in Paris to house the Crown of Thorns?||7|| Part of the space weather forecast, what is a CME?||8|| Which Labour leader climbed 108 Munros||What links:||9|| Dorothy L Sayers; Fay Weldon; Don DeLillo; Salman Rushdie?||10|| Archibald Ormsby-Gore; Alan Measles; Pudsey?||11|| Shields; America; Carolina; Korea?||12|| Clydesdale; Suffolk; Shire; Percheron?||13|| Concrete; Palatinate; Varsity; Cherwell?||14|| Oklahoma; Hello, Dolly; Oliver; Twang; Moulin Rouge?||15|| Al Oerter; Carl Lewis; Michael Phelps; Kaori Icho?"
1|| John Lennon.||2|| Crane flies (daddy long legs).||3|| Peak District (Dark Peak and White Peak).||4|| Meeple (in 2000).||5|| Opposition parties in the House of Lords.||6|| The Railway Children (E Nesbit book).||7|| Placeholder text (in publishing and design).||8|| MCC (Marylebone Cricket Club) members.||9|| Siberian rivers (flowing into the Arctic Ocean).||10|| TV series created by Phil Redmond.||11|| Homophones: miner; minor; myna.||12|| Discovered basic parts of the atom: electron; proton; neutron.||13|| Depicted on the ceiling of the Sistine Chapel.||14|| Sisters of Sherlock Holmes (non-canonical).||15|| English football champions (from places without current city status).,https://www.theguardian.com/lifeandstyle/2020/nov/14/what-links-brookside-and-hollyoaks-the-weekend-quiz,"1|| Which musician left the UK on 31 August 1971 and never returned?||2|| Leatherjackets are the larvae of which insect?||3|| Which national park is divided into Dark and White areas?||4|| Alison Hansel coined what term for a board game figure?||5|| What are funded by Cranborne money?||6|| Who are Bobbie, Peter and Phyllis?||7|| The Lorem Ipsum text is used for what?||8|| Who wears egg-and-bacon ties?||What links:||9|| Lena; Ob; Yenisei?||10|| Grange Hill; Brookside; Hollyoaks?||11|| Mineral extractor; under-18; talking starling?||12|| Thomson, 1897; Rutherford, 1917-20; Chadwick, 1932?||13|| Nine scenes from Genesis; seven prophets; five sibyls; Christ’s ancestors?||14|| Eurus and Enola?||15|| WBA; Huddersfield; Burnley; Ipswich; Blackburn?"
"1|| The Great Gatsby.||2|| Umami.||3|| Bedford College, London (1849).||4|| Peru (Nazca lines).||5|| Washington DC (Capital Beltway)||6|| Crimean war.||7|| Olm (proteus).||8|| Ted Kaczynski (AKA The Unabomber).||9|| Married Rupert Murdoch: Patricia; Anna; Wendi; Jerry.||10|| German royal dynasties.||11|| Shoes: The Red Shoes; Ballet Shoes (and Tennis Shoes); Crocodile Shoes.||12|| Found by dogs (Robot and Pickles).||13|| Parts of the outer ear.||14|| Baseball fielding positions: pitcher, catcher; 1st-2nd-3rd base; short stop; left field; centre field; right field.||15|| Modern black and white films.",https://www.theguardian.com/lifeandstyle/2020/nov/21/what-links-a-helix-and-a-lobule-the-weekend-quiz,"1|| The phrase “old sport” appears 45 times in which novel?||2|| Which basic taste has a Japanese name?||3|| What was the UK’s first higher education institution for women?||4|| Where was a 37m cat geoglyph revealed recently?||5|| Which city is encircled by Interstate 495?||6|| Roger Fenton photographed which conflict?||7|| Which blind salamander is found only in the Balkans?||8|| Who, notoriously, wrote the essay Industrial Society And Its Future?||What links:||9|| Booker; Torv; Deng; Hall?||10|| Ottonian; Salian; Hohenstaufen; Welf?||11|| Moira Shearer film; Noel Streatfeild books; Jimmy Nail drama?||12|| Lascaux caves in 1940; Jules Rimet Trophy in 1966?||13|| Tragus; helix; lobule?||14|| P; C; 1B; 2B; 3B; SS; LF; CF; RF?||15|| Roma; Frances Ha; Control; La Haine; Ed Wood?"
"1 ||Played grand slam events as both a man and a woman.||2|| American civil war.||3 ||Pablo Escobar.||4|| Neptune.||5|| Passport To Pimlico.||6 ||Beryl Bainbridge.||7|| Lilliput (in Gulliver’s Travels).||8|| Habsburgs.||9|| US presidential dogs: Trump; Obama; W Bush.||10|| Crusader states established after First Crusade (along with Kingdom of Jerusalem).||11|| Painted by Leonardo da Vinci: Lady With An Ermine; Mona Lisa; portrait.||12|| Places mentioned in song (Get Your Kicks On) Route 66.||13|| Leaders of main Irish political parties: Fianna Fáil; Fine Gael; Sinn Féin.||14|| Collapsed banks: 1878; 1991; 1995; 2008.||15|| E adding a letter: e (mathematical constant); eg; ego; EGOT (Emmy, Grammy, Oscar, Tony).",https://www.theguardian.com/lifeandstyle/2020/aug/29/which-planets-moons-are-named-after-water-deities-the-weekend-quiz,"1|| Renée Richards has uniquely done what in tennis? ||2|| What ended at Appomattox Court House?||3 ||Whose escaped pet hippos are causing havoc in Colombia?||4|| Which planet’s moons are named after water deities?||5|| “Blimey, I’m a foreigner!” is a line in what 1940s film?||6|| Who was Booker prize-nominated five times without a win?||7|| What is Blefuscu’s neighbouring island?||8|| Which family ruled Austria for 600 years?||What links:||9|| 45 (none); 44 (Bo and Sunny); 43 (Barney and Miss Beazley)?||10|| Counties of Edessa and Tripoli; Principality of Antioch?||11|| Cecilia Gallerani; Lisa Gherardini; Ginevra de’ Benci?||12|| Joplin; Amarillo; Gallup; Flagstaff; Kingman?||13|| Micheál Martin; Leo Varadkar; Mary Lou McDonald?||14|| City of Glasgow; BCCI; Barings; Lehman Brothers?||15|| Approx 2.71828; for example; the self; show business grand slam?"
1|| Being dissected (anatomy lesson of Dr Nicolaes Tulp).||2|| Agatha Christie.||3|| Tyrannosaurus rex skeleton (found by Susan Hendrickson).||4|| Circumcision (Jewish).||5|| Swift (apus apus).||6|| Stephen Sondheim.||7|| Starfleet cadets in Star Trek.||8|| Australia (Western Australia).||9|| Lost or destroyed works by poets.||10|| Parts of the hip bone.||11|| Films set at sea in the second world war.||12|| Original surnames of female PMs: Margaret Thatcher and Theresa May.||13|| Diacritic marks used in French.||14|| Setter dog breeds (as recognised by Kennel Club).||15|| Persian/Iranian empires and ruling dynasties.,https://www.theguardian.com/lifeandstyle/2020/sep/05/what-is-bisected-by-the-rabbit-proof-fence-the-weekend-quiz,"1|| What is the criminal Aris Kindt doing in a Rembrandt painting?||2|| Who is the bestselling novelist of all time?||3|| What is Sue, dug up in South Dakota in 1990?||4|| Which ritual is performed by a mohel?||5|| What bird’s scientific name means “footless footless”?||6|| Which composer was a neighbour and protege of Oscar Hammerstein?||7|| Who would undertake the Kobayashi Maru test?||8|| What is bisected by the rabbit-proof fence?||What links:||9|| Byron’s memoirs; Sylvia Plath’s novel Double Exposure; Philip Larkin’s diaries?||10|| Ilium; ischium; pubis?||11|| Greyhound; In Which We Serve; The Cruel Sea; Das Boot?||12|| Roberts and Brasier?||13|| Acute; grave; circumflex; cedilla; diaeresis?||14|| English; Irish; Irish Red & White; Gordon?||15|| Achaemenid; Sasanian; Safavid; Qajar; Pahlavi?"
"1|| Olympic Games (chariot race, as an owner/trainer).||2|| Wagner (according to Rossini).||3|| Nobel prize in economics.||4|| Dodo.||5|| South America.||6|| Encounter (established 1953).||7|| Boules.||8|| Sinking of the Titanic.||9|| First and last major battles of the hundred years war.||10|| Works whose copyright/royalties donated to charity: Great Ormond Street hospital; Scouts; Red Cross; NAACP.||11|| Asian deserts (Iran (x 2); India/Pakistan; Turkmenistan; Israel).||12|| Novels by prime ministers: Disraeli; Churchill; Johnson.||13|| String quartets.||14|| Snooker nicknames: David Gilbert; Alan McManus; John Higgins; Mark Selby.||15|| Stars on national flag (from 1 to 6).",https://www.theguardian.com/lifeandstyle/2020/sep/12/which-british-literary-magazine-funded-by-cia-the-weekend-quiz,"1|| In 396 BC, Cynisca became the first woman to win where?||2|| Which composer had “lovely moments but awful quarters of an hour”?||3 ||What prize was founded in 1968 by Sweden’s central bank?||4|| Which bird was the closest relative of the Rodrigues solitaire?||5|| Mercosur is which continent’s trading bloc?||6|| Which British literary magazine was funded by the CIA?||7|| Jeu provençal is a form of which game?||8|| Steiff made black mourning teddies after what event?||What links:||9|| Sluys (1340) and Castillon (1453)?||10|| Peter Pan; God Bless America; Take Five; Dorothy Parker’s works?||11|| Lut; Kavir; Thar; Karakum; Negev?||12|| Sybil; Savrola; Seventy-Two Virgins?||13|| Aeolian; Allegri; Amadeus; Balanescu; Brodsky?||14|| Angry Farmer; Angles; Wizard of Wishaw; Jester from Leicester?||15|| Turkey; Panama; Burundi; New Zealand; China; Australia (ascending order)?"
"1 ||Jean Brodie (in the Muriel Spark novel).||2 ||St Boniface.||3|| Orangutan.||4|| Nepotism.||5 ||Broken or waste glass.||6 ||Harold Wilson.||7 ||Mughal empire.||8|| Quince.||9|| Location of naval academies: Britain; US; France.||10 ||The goldfinch: scientific name; painted 1654 picture; wrote novel.||11|| Bones of the foot.||12|| Most-capped footballers of home nations: Pat, Northern Ireland; Chris, Wales; Peter, England; Kenny, Scotland.||13 ||Enid Blyton’s Famous Five: Julian; Dick; Anne; George; Timmy.||14 ||Types of bee.||15 ||Statues destroyed/removed: Dublin, 1966; Baghdad, 2003; Bristol, 2020.",https://www.theguardian.com/lifeandstyle/2020/aug/22/marmalade-was-originally-made-from-which-fruit-the-weekend-quiz,"1|| Edinburgh teacher Christina Kay inspired which character?||2|| Which Englishman is a patron saint of Germany?||3|| What is the only great ape in Asia?||4|| What term for favouritism comes from Latin for nephew?||5|| In recycling, what is cullet?||6|| Which ex-prime minister infamously hosted a TV chat show?||7 ||In 1571, Fatehpur Sikri became the capital of which empire?||8|| Marmalade was originally made from which fruit?||What links:||9 ||Dartmouth, Devon; Annapolis, Maryland; Lanvéoc, Brittany?||10|| Carduelis carduelis; Carel Fabritius; Donna Tartt?||11|| Tarsal (7); phalange (14); metatarsal (5)?||12 ||Jennings; Gunter; Shilton; Dalglish?||13|| Apostate emperor; Moby; last Stuart monarch; first Hanoverian; TV Mallett?||14|| Carder; leafcutter; mining; honey?||15|| Horatio Nelson; Saddam Hussein; Edward Colston?"
"1 ||MPs (officially, at least).||2 ||Replica Viking longship.||3|| Drones (civilian).||4 ||Oscar Wilde.||5 ||US and Canada.||6 ||Sign of the zodiac (serpent bearer).||7|| Maryam (Mary, mother of Jesus).||8 ||Bat Out of Hell by Meat Loaf.||9 ||Optical illusions.||10 ||Played Jackie Kennedy on screen: Jackie; The Kennedys; The Crown.||11 ||Owners of Harrods (since 1959).||12 ||Types of hare in the UK.||13 ||Prisoners: The Prisoner (Proust novel); The Prisoner Of Zenda (Hope novel); Patrick McGoohan (in The Prisoner TV series); The Prisoner Of Azkaban (Rowling Harry Potter novel).||14 ||Groups that abbreviated their names: the Cult; the Pogues; the Chicks.||15 ||Space launch systems/rockets: Nasa; ESA; China; SpaceX.",https://www.theguardian.com/lifeandstyle/2020/aug/15/what-links-falcon-saturn-ariane-and-long-march-the-weekend-quiz,1 ||Who were paid for the first time in 1911?||2 ||What is burned at Shetland’s Up Helly Aa festivals?||3|| China’s DJI dominates the world market for what devices?||4|| Who unwisely sued the Marquess of Queensberry for libel?||5 ||Which countries share the longest international border?||6|| Ophiuchus is said to be a 13||th|| what?||7 ||Who is the only woman mentioned by name in the Qur’an?||8 ||“Songs by Jim Steinman” is on the cover of what 70s album?||What links:||9|| Müller-Lyer lines; Rubin’s vase; Jastrow’s duck-rabbit?||10 ||Natalie Portman; Katie Holmes; Jodi Balfour?||11|| House of Fraser; Fayed brothers; Qatar Holdings?||12|| Brown; mountain; Irish?||13|| Albertine Simonet; Rudolf Rassendyll; Number Six; Sirius Black?||14 ||Southern Death Cult; Pogue Mahone; Dixie Chicks?||15 ||Saturn; Ariane; Long March; Falcon?
1|| Isabel Perón (1974).||2|| Botany Bay (first penal colony in Australia).||3|| White family in Breaking Bad.||4|| The Song of Roland.||5|| Fish.||6|| VW Beetle.||7|| Thumb.||8|| Conchita Wurst.||9|| Schools/groups of artists.||10|| Monotremes (egg-laying mammals).||11|| Chinese social media sites.||12|| Writers’ initial S: Pearl S Buck; TS Eliot; CS Lewis; VS Naipaul.||13|| Wrestlers from the 1980s Glow circuit.||14|| Governors (historical terms): Sparta; Persian empire; E Europe; Ottoman empire; Mughal empire.||15|| Directed films in the Alien series: Alien; Aliens; Alien 3; Alien: Resurrection.,https://www.theguardian.com/lifeandstyle/2020/may/09/what-animal-is-a-sarcastic-fringehead-the-weekend-quiz,"1|| Which South American was the world’s first female president?||2|| What was the destination of the First Fleet?||3|| Who lived at 308 Negra Arroyo Lane, Albuquerque?||4|| Which epic poem is based on the Battle of Roncevaux?||5|| What animal is a sarcastic fringehead?||6|| What German car was last made in Mexico in 2019?||7|| Pollex is the medical name for what part of the body?||8|| Thomas Neuwirth won Eurovision under what stage persona?||What links:||9|| Norwich; Newlyn; St Ives; Camden Town; Bloomsbury?||10|| Platypus and four species of echidna?||11|| Renren; QQ; Sina Weibo; WeChat?||12|| Sydenstricker; Stearns; Staples; Surajprasad?||13|| Colonel Ninotchka; Mt Fiji; Zelda the Brain; Matilda the Hun?||14|| Harmost; satrap; voivode; bey; subahdar?||15|| Ridley Scott; James Cameron; David Fincher; Jean-Pierre Jeunet?"
